X,Y,gml_id,beginLifespanVersion,conditionOfConstruction,beginning,end,endLifespanVersion,informationSystem,reference,localId,namespace,horizontalGeometryEstimatedAccuracy,horizontalGeometryEstimatedAccuracy_uom,horizontalGeometryReference,referenceGeometry,currentUse,numberOfBuildingUnits,numberOfDwellings,numberOfFloorsAboveGround,documentLink,format,sourceStatus,officialAreaReference,value,value_uom
292854.306798998,4605155.56674907,ES.SDGC.BU.002300100BG90E,2019-11-11T00:00:00,functional,1997-01-01T00:00:00,2004-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0023001&rc2=00BG90E,002300100BG90E,002300100BG90E,ES.SDGC.BU,0.1,m,footPrint,"1",2_agriculture,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=002300100BG90E,jpeg,NotOfficial,grossFloorArea,"566",m2
290853.530886302,4606859.05624999,ES.SDGC.BU.1048101BG9017S,2006-07-24T00:00:00,functional,1998-01-01T00:00:00,1998-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1048101&rc2=BG9017S,1048101BG9017S,1048101BG9017S,ES.SDGC.BU,0.1,m,footPrint,"1",2_agriculture,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1048101BG9017S,jpeg,NotOfficial,grossFloorArea,"7659",m2
290844.846107878,4606926.27025001,ES.SDGC.BU.1048101BG9017S,2006-07-24T00:00:00,functional,1998-01-01T00:00:00,1998-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1048101&rc2=BG9017S,1048101BG9017S,1048101BG9017S,ES.SDGC.BU,0.1,m,footPrint,"1",2_agriculture,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1048101BG9017S,jpeg,NotOfficial,grossFloorArea,"7659",m2
290920.060860441,4606940.37350097,ES.SDGC.BU.1048101BG9017S,2006-07-24T00:00:00,functional,1998-01-01T00:00:00,1998-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1048101&rc2=BG9017S,1048101BG9017S,1048101BG9017S,ES.SDGC.BU,0.1,m,footPrint,"1",2_agriculture,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1048101BG9017S,jpeg,NotOfficial,grossFloorArea,"7659",m2
290907.537186604,4606890.5737504,ES.SDGC.BU.1048101BG9017S,2006-07-24T00:00:00,functional,1998-01-01T00:00:00,1998-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1048101&rc2=BG9017S,1048101BG9017S,1048101BG9017S,ES.SDGC.BU,0.1,m,footPrint,"1",2_agriculture,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1048101BG9017S,jpeg,NotOfficial,grossFloorArea,"7659",m2
290906.867010074,4606845.89275,ES.SDGC.BU.1048101BG9017S,2006-07-24T00:00:00,functional,1998-01-01T00:00:00,1998-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1048101&rc2=BG9017S,1048101BG9017S,1048101BG9017S,ES.SDGC.BU,0.1,m,footPrint,"1",2_agriculture,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1048101BG9017S,jpeg,NotOfficial,grossFloorArea,"7659",m2
290957.533510521,4606812.3255,ES.SDGC.BU.1048101BG9017S,2006-07-24T00:00:00,functional,1998-01-01T00:00:00,1998-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1048101&rc2=BG9017S,1048101BG9017S,1048101BG9017S,ES.SDGC.BU,0.1,m,footPrint,"1",2_agriculture,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1048101BG9017S,jpeg,NotOfficial,grossFloorArea,"7659",m2
290953.998612916,4606926.65025,ES.SDGC.BU.1048101BG9017S,2006-07-24T00:00:00,functional,1998-01-01T00:00:00,1998-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1048101&rc2=BG9017S,1048101BG9017S,1048101BG9017S,ES.SDGC.BU,0.1,m,footPrint,"1",2_agriculture,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1048101BG9017S,jpeg,NotOfficial,grossFloorArea,"7659",m2
290966.578706591,4603297.63124984,ES.SDGC.BU.1136501BG9013S,2020-02-04T00:00:00,functional,2018-01-01T00:00:00,2018-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1136501&rc2=BG9013S,1136501BG9013S,1136501BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1136501BG9013S,jpeg,NotOfficial,grossFloorArea,"1161",m2
291118.143459416,4603368.59024994,ES.SDGC.BU.1136503BG9013S,2011-06-07T00:00:00,functional,2008-01-01T00:00:00,2008-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1136503&rc2=BG9013S,1136503BG9013S,1136503BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1136503BG9013S,jpeg,NotOfficial,grossFloorArea,"4495",m2
291531.425,4603467.82,ES.SDGC.BU.1136506BG9013S,2015-09-30T00:00:00,functional,1992-01-01T00:00:00,1992-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1136506&rc2=BG9013S,1136506BG9013S,1136506BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1136506BG9013S,jpeg,NotOfficial,grossFloorArea,"88",m2
291008.739028471,4603297.35624961,ES.SDGC.BU.1136508BG9013S,2019-05-08T00:00:00,functional,2019-01-01T00:00:00,2019-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1136508&rc2=BG9013S,1136508BG9013S,1136508BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1136508BG9013S,jpeg,NotOfficial,grossFloorArea,"491",m2
291027.349783042,4606929.02325,ES.SDGC.BU.1148601BG9017S,2006-07-17T00:00:00,functional,2001-01-01T00:00:00,2001-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1148601&rc2=BG9017S,1148601BG9017S,1148601BG9017S,ES.SDGC.BU,0.1,m,footPrint,"1",2_agriculture,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1148601BG9017S,jpeg,NotOfficial,grossFloorArea,"136",m2
291163.759289359,4603262.39425041,ES.SDGC.BU.1234104BG9013S,2015-09-30T00:00:00,functional,2008-01-01T00:00:00,2008-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234104&rc2=BG9013S,1234104BG9013S,1234104BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234104BG9013S,jpeg,NotOfficial,grossFloorArea,"1359",m2
291161.004120792,4603231.0035,ES.SDGC.BU.1234105BG9013S,2015-09-30T00:00:00,functional,2008-01-01T00:00:00,2008-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234105&rc2=BG9013S,1234105BG9013S,1234105BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234105BG9013S,jpeg,NotOfficial,grossFloorArea,"600",m2
291148.003536996,4603223.02350001,ES.SDGC.BU.1234106BG9013S,2015-09-30T00:00:00,functional,2008-01-01T00:00:00,2008-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234106&rc2=BG9013S,1234106BG9013S,1234106BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234106BG9013S,jpeg,NotOfficial,grossFloorArea,"884",m2
291125.264396252,4603199.3084996,ES.SDGC.BU.1234108BG9013S,2008-01-18T00:00:00,functional,1993-01-01T00:00:00,1993-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234108&rc2=BG9013S,1234108BG9013S,1234108BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234108BG9013S,jpeg,NotOfficial,grossFloorArea,"925",m2
291115.080134944,4603165.60725,ES.SDGC.BU.1234109BG9013S,2008-01-18T00:00:00,functional,1993-01-01T00:00:00,1993-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234109&rc2=BG9013S,1234109BG9013S,1234109BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234109BG9013S,jpeg,NotOfficial,grossFloorArea,"469",m2
291105.576883212,4603178.028,ES.SDGC.BU.1234110BG9013S,2008-01-18T00:00:00,functional,1993-01-01T00:00:00,1993-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234110&rc2=BG9013S,1234110BG9013S,1234110BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234110BG9013S,jpeg,NotOfficial,grossFloorArea,"571",m2
291096.063887891,4603190.3815,ES.SDGC.BU.1234111BG9013S,2008-01-18T00:00:00,functional,1993-01-01T00:00:00,1993-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234111&rc2=BG9013S,1234111BG9013S,1234111BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234111BG9013S,jpeg,NotOfficial,grossFloorArea,"696",m2
291079.60138382,4603199.7605,ES.SDGC.BU.1234112BG9013S,2008-01-18T00:00:00,functional,1993-01-01T00:00:00,1993-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234112&rc2=BG9013S,1234112BG9013S,1234112BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234112BG9013S,jpeg,NotOfficial,grossFloorArea,"579",m2
291070.06955311,4603212.24525,ES.SDGC.BU.1234113BG9013S,2008-01-18T00:00:00,functional,1993-01-01T00:00:00,1993-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234113&rc2=BG9013S,1234113BG9013S,1234113BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234113BG9013S,jpeg,NotOfficial,grossFloorArea,"684",m2
291064.271642111,4603225.9485,ES.SDGC.BU.1234114BG9013S,2008-01-18T00:00:00,functional,1993-01-01T00:00:00,1993-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234114&rc2=BG9013S,1234114BG9013S,1234114BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234114BG9013S,jpeg,NotOfficial,grossFloorArea,"743",m2
291027.5294118,4603238.32225,ES.SDGC.BU.1234115BG9013S,2008-01-18T00:00:00,functional,1993-01-01T00:00:00,1993-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234115&rc2=BG9013S,1234115BG9013S,1234115BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234115BG9013S,jpeg,NotOfficial,grossFloorArea,"466",m2
291039.998654572,4603243.75775,ES.SDGC.BU.1234116BG9013S,2008-01-18T00:00:00,functional,1993-01-01T00:00:00,1993-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234116&rc2=BG9013S,1234116BG9013S,1234116BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234116BG9013S,jpeg,NotOfficial,grossFloorArea,"569",m2
291053.878627853,4603249.7615,ES.SDGC.BU.1234117BG9013S,2008-01-18T00:00:00,functional,1993-01-01T00:00:00,1993-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234117&rc2=BG9013S,1234117BG9013S,1234117BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234117BG9013S,jpeg,NotOfficial,grossFloorArea,"569",m2
291067.688683737,4603255.80275,ES.SDGC.BU.1234118BG9013S,2008-01-18T00:00:00,functional,1993-01-01T00:00:00,1993-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234118&rc2=BG9013S,1234118BG9013S,1234118BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234118BG9013S,jpeg,NotOfficial,grossFloorArea,"569",m2
291081.383331428,4603261.6745,ES.SDGC.BU.1234119BG9013S,2008-01-18T00:00:00,functional,1993-01-01T00:00:00,1993-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234119&rc2=BG9013S,1234119BG9013S,1234119BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234119BG9013S,jpeg,NotOfficial,grossFloorArea,"577",m2
291172.590881094,4603287.18125,ES.SDGC.BU.1234125BG9013S,2011-02-02T00:00:00,functional,2006-01-01T00:00:00,2006-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1234125&rc2=BG9013S,1234125BG9013S,1234125BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1234125BG9013S,jpeg,NotOfficial,grossFloorArea,"1902",m2
291202.930993103,4603032.915,ES.SDGC.BU.1332201BG9013S,2015-09-30T00:00:00,functional,2001-01-01T00:00:00,2001-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1332201&rc2=BG9013S,1332201BG9013S,1332201BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1332201BG9013S,jpeg,NotOfficial,grossFloorArea,"250",m2
291483.401304284,4603357.645,ES.SDGC.BU.1435801BG9013N,2015-09-30T00:00:00,functional,1990-01-01T00:00:00,1990-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1435801&rc2=BG9013N,1435801BG9013N,1435801BG9013N,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1435801BG9013N,jpeg,NotOfficial,grossFloorArea,"40",m2
291305.342870576,4603268.20975,ES.SDGC.BU.1435813BG9013N,2015-09-30T00:00:00,functional,2009-01-01T00:00:00,2009-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1435813&rc2=BG9013N,1435813BG9013N,1435813BG9013N,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1435813BG9013N,jpeg,NotOfficial,grossFloorArea,"380",m2
291365.028579122,4603242.41050026,ES.SDGC.BU.1435823BG9013N,2010-02-26T00:00:00,functional,2009-01-01T00:00:00,2009-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1435823&rc2=BG9013N,1435823BG9013N,1435823BG9013N,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1435823BG9013N,jpeg,NotOfficial,grossFloorArea,"432",m2
291379.64225,4603254.8705,ES.SDGC.BU.1435823BG9013N,2010-02-26T00:00:00,functional,2009-01-01T00:00:00,2009-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1435823&rc2=BG9013N,1435823BG9013N,1435823BG9013N,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1435823BG9013N,jpeg,NotOfficial,grossFloorArea,"432",m2
291407.183310013,4603250.69774963,ES.SDGC.BU.1435823BG9013N,2010-02-26T00:00:00,functional,2009-01-01T00:00:00,2009-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1435823&rc2=BG9013N,1435823BG9013N,1435823BG9013N,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1435823BG9013N,jpeg,NotOfficial,grossFloorArea,"432",m2
291267.26961202,4603325.3515,ES.SDGC.BU.1435824BG9013N,2016-07-28T00:00:00,functional,2005-01-01T00:00:00,2009-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1435824&rc2=BG9013N,1435824BG9013N,1435824BG9013N,ES.SDGC.BU,0.1,m,footPrint,"1",4_2_retail,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1435824BG9013N,jpeg,NotOfficial,grossFloorArea,"2152",m2
291293.44895926,4603244.09499916,ES.SDGC.BU.1435824BG9013N,2016-07-28T00:00:00,functional,2005-01-01T00:00:00,2009-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1435824&rc2=BG9013N,1435824BG9013N,1435824BG9013N,ES.SDGC.BU,0.1,m,footPrint,"1",4_2_retail,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1435824BG9013N,jpeg,NotOfficial,grossFloorArea,"2152",m2
291504.108859884,4603426.58200001,ES.SDGC.BU.1635501BG9013S,2006-07-24T00:00:00,functional,2004-01-01T00:00:00,2004-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1635501&rc2=BG9013S,1635501BG9013S,1635501BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1635501BG9013S,jpeg,NotOfficial,grossFloorArea,"66",m2
291551.028506732,4603345.23374976,ES.SDGC.BU.1635503BG9013S,2009-10-02T00:00:00,functional,2004-01-01T00:00:00,2004-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1635503&rc2=BG9013S,1635503BG9013S,1635503BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1635503BG9013S,jpeg,NotOfficial,grossFloorArea,"1035",m2
291723.990357204,4603229.25775001,ES.SDGC.BU.1733330BG9013S,2012-01-24T00:00:00,functional,2009-01-01T00:00:00,2009-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1733330&rc2=BG9013S,1733330BG9013S,1733330BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1733330BG9013S,jpeg,NotOfficial,grossFloorArea,"6949",m2
291767.551498255,4603179.955,ES.SDGC.BU.1733330BG9013S,2012-01-24T00:00:00,functional,2009-01-01T00:00:00,2009-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=1733330&rc2=BG9013S,1733330BG9013S,1733330BG9013S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=1733330BG9013S,jpeg,NotOfficial,grossFloorArea,"6949",m2
292183.219587445,4605216.42175001,ES.SDGC.BU.2354501BG9025S,2013-05-23T00:00:00,functional,2012-01-01T00:00:00,2012-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=2354501&rc2=BG9025S,2354501BG9025S,2354501BG9025S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=2354501BG9025S,jpeg,NotOfficial,grossFloorArea,"182",m2
292191.913762297,4605226.47374999,ES.SDGC.BU.2354502BG9025S,2013-05-23T00:00:00,functional,2012-01-01T00:00:00,2012-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=2354502&rc2=BG9025S,2354502BG9025S,2354502BG9025S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=2354502BG9025S,jpeg,NotOfficial,grossFloorArea,"934",m2
292219.601412278,4605259.41525,ES.SDGC.BU.2354504BG9025S,2013-05-23T00:00:00,functional,2011-01-01T00:00:00,2011-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=2354504&rc2=BG9025S,2354504BG9025S,2354504BG9025S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=2354504BG9025S,jpeg,NotOfficial,grossFloorArea,"688",m2
292242.660539543,4605284.64875,ES.SDGC.BU.2354505BG9025S,2013-05-23T00:00:00,functional,2012-01-01T00:00:00,2012-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=2354505&rc2=BG9025S,2354505BG9025S,2354505BG9025S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=2354505BG9025S,jpeg,NotOfficial,grossFloorArea,"958",m2
292256.836390125,4605301.35575,ES.SDGC.BU.2354506BG9025S,2013-05-23T00:00:00,functional,2010-01-01T00:00:00,2010-01-01T00:00:00,,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=2354506&rc2=BG9025S,2354506BG9025S,2354506BG9025S,ES.SDGC.BU,0.1,m,footPrint,"1",3_industrial,"1","0",,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=2354506BG9025S,jpeg,NotOfficial,grossFloorArea,"625",m2
